"GEO_ID","NAME","H054001","H054002","H054003","H054004","H054005","H054006","H054007","H054008","H054009","H054010","H054011","H054012","H054013","H054014","H054015","H054016","H054017","H054018","H054019","H054020","H054021","H054022","H054023","H054024",
"1400000US06019008200","Census Tract 82, Fresno County, California","944","799","123","75","58","90","39","98","138","64","51","27","18","12","0","0","0","6","0","0","0","0","0","145",
"1400000US06019008301","Census Tract 83.01, Fresno County, California","382","371","37","22","0","54","29","7","46","28","11","22","19","68","0","11","9","8","0","0","0","0","0","11",
"1400000US06019008302","Census Tract 83.02, Fresno County, California","882","822","51","62","56","45","62","70","156","142","101","46","31","0","0","0","0","0","0","0","0","0","0","60",
"1400000US06019008401","Census Tract 84.01, Fresno County, California","833","779","32","18","47","48","32","116","126","129","54","35","41","56","16","29","0","0","0","0","0","0","0","54",
"1400000US06019008402","Census Tract 84.02, Fresno County, California","302","262","32","0","33","75","26","6","27","40","6","12","0","5","0","0","0","0","0","0","0","0","0","40",
"1400000US06021010100","Census Tract 101, Glenn County, California","950","915","46","14","103","19","94","38","187","174","86","86","22","23","16","0","0","7","0","0","0","0","0","35",
"1400000US06021010200","Census Tract 102, Glenn County, California","277","232","0","23","0","21","43","31","10","15","14","6","29","6","8","6","0","0","12","8","0","0","0","45",
"1400000US06021010300","Census Tract 103, Glenn County, California","183","132","27","2","0","12","4","18","15","20","20","7","5","2","0","0","0","0","0","0","0","0","0","51",
"1400000US06021010400","Census Tract 104, Glenn County, California","1110","1052","14","34","54","75","102","177","216","180","48","72","0","74","6","0","0","0","0","0","0","0","0","58",
"1400000US06021010501","Census Tract 105.01, Glenn County, California","297","260","6","12","2","18","19","30","83","65","4","13","8","0","0","0","0","0","0","0","0","0","0","37",
"1400000US06021010502","Census Tract 105.02, Glenn County, California","198","156","0","8","0","15","27","7","29","28","8","30","4","0","0","0","0","0","0","0","0","0","0","42",
"1400000US06023000100","Census Tract 1, Humboldt County, California","1552","1524","0","27","90","83","63","204","339","211","218","139","78","30","12","19","11","0","0","0","0","0","0","28",
"1400000US06023000200","Census Tract 2, Humboldt County, California","1365","1335","55","21","26","35","84","102","197","225","205","91","99","112","41","28","14","0","0","0","0","0","0","30",
"1400000US06023000300","Census Tract 3, Humboldt County, California","812","780","17","41","24","8","36","63","86","39","67","51","62","91","48","80","35","25","0","7","0","0","0","32",
"1400000US06023000400","Census Tract 4, Humboldt County, California","473","451","7","0","18","14","32","41","84","41","19","43","49","15","33","6","21","9","6","13","0","0","0","22",
"1400000US06023000500","Census Tract 5, Humboldt County, California","1335","1278","4","40","83","53","49","156","205","166","120","125","77","41","35","66","6","7","15","0","7","0","23","57",
"1400000US06023000600","Census Tract 6, Humboldt County, California","633","599","9","0","8","0","50","49","39","122","48","37","70","22","29","41","52","14","0","9","0","0","0","34",
"1400000US06023000700","Census Tract 7, Humboldt County, California","693","661","0","0","0","0","0","38","79","81","122","78","25","68","51","69","8","22","20","0","0","0","0","32",
"1400000US06023000800","Census Tract 8, Humboldt County, California","730","641","9","20","0","16","8","8","86","88","61","66","27","74","59","44","8","38","8","9","12","0","0","89",
"1400000US06023000900","Census Tract 9, Humboldt County, California","517","489","1","0","3","6","8","24","48","13","38","33","23","26","91","29","22","56","33","26","7","2","0","28",
"1400000US06023001000","Census Tract 10, Humboldt County, California","2015","1996","0","26","19","16","124","288","248","269","260","264","153","120","85","17","9","33","16","30","19","0","0","19",
"1400000US06023001100","Census Tract 11, Humboldt County, California","1688","1623","3","24","83","34","43","114","169","109","191","148","122","96","63","12","42","118","86","148","18","0","0","65",
"1400000US06023001200","Census Tract 12, Humboldt County, California","932","906","0","8","26","34","30","36","201","93","64","109","72","72","49","24","37","13","15","18","5","0","0","26",
"1400000US06023010101","Census Tract 101.01, Humboldt County, California","228","201","7","25","24","17","42","27","34","9","2","8","6","0","0","0","0","0","0","0","0","0","0","27",
"1400000US06023010102","Census Tract 101.02, Humboldt County, California","363","302","33","12","6","25","43","39","32","61","11","27","0","7","6","0","0","0","0","0","0","0","0","61",
"1400000US06023010200","Census Tract 102, Humboldt County, California","434","404","7","0","3","11","27","31","34","43","33","36","35","29","7","2","17","50","17","14","6","2","0","30",
"1400000US06023010300","Census Tract 103, Humboldt County, California","434","399","0","2","18","22","20","32","50","32","20","38","21","39","42","15","13","23","12","0","0","0","0","35",
"1400000US06023010400","Census Tract 104, Humboldt County, California","394","389","0","0","0","42","7","31","27","27","72","33","18","27","26","7","13","52","7","0","0","0","0","5",
"1400000US06023010501","Census Tract 105.01, Humboldt County, California","858","848","29","10","0","10","0","58","58","56","131","159","88","54","36","42","44","54","19","0","0","0","0","10",
"1400000US06023010502","Census Tract 105.02, Humboldt County, California","589","564","2","0","50","11","2","22","42","81","41","104","18","87","34","23","4","25","16","1","1","0","0","25",
"1400000US06023010600","Census Tract 106, Humboldt County, California","138","132","0","0","0","6","0","14","19","21","8","24","2","2","2","13","3","2","4","10","2","0","0","6",
"1400000US06023010700","Census Tract 107, Humboldt County, California","682","659","0","14","6","37","25","60","14","65","123","33","65","35","52","48","26","39","0","17","0","0","0","23",
"1400000US06023010800","Census Tract 108, Humboldt County, California","795","749","11","11","16","8","26","49","110","131","160","50","49","49","27","9","15","14","11","3","0","0","0","46",
"1400000US06023010900","Census Tract 109, Humboldt County, California","1009","958","12","47","32","33","66","73","84","111","216","73","81","34","37","4","19","26","8","2","0","0","0","51",
"1400000US06023011000","Census Tract 110, Humboldt County, California","337","291","2","0","0","6","23","50","26","17","52","42","2","11","19","0","13","21","7","0","0","0","0","46",
"1400000US06023011100","Census Tract 111, Humboldt County, California","834","804","30","24","14","34","18","107","124","166","116","60","14","47","41","3","0","0","6","0","0","0","0","30",
"1400000US06023011200","Census Tract 112, Humboldt County, California","379","296","0","7","2","6","9","19","70","32","39","26","3","17","17","11","11","18","1","2","0","6","0","83",
"1400000US06023011300","Census Tract 113, Humboldt County, California","804","749","4","19","33","42","50","68","42","112","70","98","28","95","32","11","10","22","13","0","0","0","0","55",
"1400000US06025010100","Census Tract 101, Imperial County, California","614","521","12","49","12","56","50","68","102","39","34","24","21","20","14","3","5","0","0","12","0","0","0","93",
"1400000US06025010200","Census Tract 102, Imperial County, California","353","310","14","23","34","21","39","56","35","33","17","21","4","9","0","1","0","3","0","0","0","0","0","43",
"1400000US06025010300","Census Tract 103, Imperial County, California","156","122","0","30","2","0","9","2","11","0","17","35","0","12","0","0","4","0","0","0","0","0","0","34",
"1400000US06025010400","Census Tract 104, Imperial County, California","913","889","97","70","38","73","118","85","130","59","89","27","22","33","8","24","16","0","0","0","0","0","0","24",
"1400000US06025010500","Census Tract 105, Imperial County, California","818","798","21","31","20","10","39","97","203","88","79","47","24","42","20","31","16","13","17","0","0","0","0","20",
"1400000US06025010600","Census Tract 106, Imperial County, California","761","713","9","16","24","34","32","41","59","62","112","50","44","72","39","0","28","26","20","18","0","27","0","48",
"1400000US06025010700","Census Tract 107, Imperial County, California","567","542","22","33","62","71","52","67","47","62","44","47","12","5","12","0","0","0","0","0","6","0","0","25",
"1400000US06025010800","Census Tract 108, Imperial County, California","155","128","0","10","0","18","27","0","9","28","5","0","0","15","4","6","0","6","0","0","0","0","0","27",
"1400000US06025010900","Census Tract 109, Imperial County, California","641","603","7","32","29","21","41","112","73","64","108","34","46","11","5","5","0","12","0","3","0","0","0","38",
"1400000US06025011000","Census Tract 110, Imperial County, California","732","664","0","28","24","9","41","51","88","75","80","53","44","46","23","15","11","44","0","32","0","0","0","68",
"1400000US06025011100","Census Tract 111, Imperial County, California","377","239","9","6","1","22","18","24","51","24","16","9","10","7","19","7","3","5","5","0","3","0","0","138",
"1400000US06025011201","Census Tract 112.01, Imperial County, California","196","169","0","0","0","12","15","24","0","28","0","0","0","14","7","16","0","15","5","26","7","0","0","27",
"1400000US06025011202","Census Tract 112.02, Imperial County, California","1033","1025","36","35","63","57","111","96","48","95","154","90","61","38","84","22","0","35","0","0","0","0","0","8",
"1400000US06025011300","Census Tract 113, Imperial County, California","441","411","17","14","21","20","35","74","33","40","33","61","8","19","9","10","3","6","5","0","3","0","0","30",
"1400000US06025011400","Census Tract 114, Imperial County, California","556","518","19","34","41","61","31","89","102","18","51","26","10","23","13","0","0","0","0","0","0","0","0","38",
"1400000US06025011500","Census Tract 115, Imperial County, California","1092","1066","26","26","58","63","49","81","168","185","186","72","65","22","27","11","27","0","0","0","0","0","0","26",
"1400000US06025011600","Census Tract 116, Imperial County, California","1296","1284","15","52","35","13","43","175","184","97","231","121","27","116","91","9","52","23","0","0","0","0","0","12",
"1400000US06025011700","Census Tract 117, Imperial County, California","465","465","10","3","0","0","10","34","43","40","72","75","54","15","10","0","25","28","30","11","0","5","0","0",
"1400000US06025011801","Census Tract 118.01, Imperial County, California","112","106","0","0","0","0","0","0","8","7","0","0","5","0","0","0","0","24","24","38","0","0","0","6",
"1400000US06025011802","Census Tract 118.02, Imperial County, California","996","977","0","14","39","29","18","17","123","52","103","170","121","129","34","90","0","20","9","9","0","0","0","19",
"1400000US06025011803","Census Tract 118.03, Imperial County, California","36","36","4","0","0","6","0","8","0","0","0","0","0","0","6","8","0","4","0","0","0","0","0","0",
"1400000US06025011900","Census Tract 119, Imperial County, California","350","288","10","9","35","31","37","20","29","17","38","6","14","13","18","7","0","4","0","0","0","0","0","62",
"1400000US06025012000","Census Tract 120, Imperial County, California","1034","1026","5","76","6","38","80","68","136","75","129","177","79","44","26","0","9","62","0","16","0","0","0","8",
"1400000US06025012100","Census Tract 121, Imperial County, California","1301","1275","39","47","126","135","95","65","92","89","175","176","72","82","26","49","7","0","0","0","0","0","0","26",
"1400000US06025012200","Census Tract 122, Imperial County, California","480","467","52","26","39","8","91","19","37","38","38","0","18","17","7","49","22","6","0","0","0","0","0","13",
"1400000US06025012301","Census Tract 123.01, Imperial County, California","56","36","0","0","6","0","6","9","0","9","0","6","0","0","0","0","0","0","0","0","0","0","0","20",
"1400000US06025012302","Census Tract 123.02, Imperial County, California","170","170","0","0","5","25","16","20","63","11","0","23","7","0","0","0","0","0","0","0","0","0","0","0",
"1400000US06025012400","Census Tract 124, Imperial County, California","184","159","0","15","26","41","7","41","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","25",
"1400000US06025012500","Census Tract 125, Imperial County, California","427","361","69","34","47","31","78","27","31","27","2","4","0","9","2","0","0","0","0","0","0","0","0","66",
"1400000US06027000100","Census Tract 1, Inyo County, California","180","168","10","0","0","0","6","33","0","15","10","0","11","34","4","25","0","6","0","14","0","0","0","12",
"1400000US06027000200","Census Tract 2, Inyo County, California","172","148","0","3","0","0","25","15","5","24","9","14","23","18","4","2","0","0","2","4","0","0","0","24",
"1400000US06027000300","Census Tract 3, Inyo County, California","133","127","0","0","5","3","11","30","5","4","4","5","0","10","7","11","4","10","9","5","0","4","0","6",
"1400000US06027000400","Census Tract 4, Inyo County, California","1207","1120","27","25","2","54","85","132","128","139","166","105","91","50","8","23","32","10","1","0","0","42","0","87",
"1400000US06027000500","Census Tract 5, Inyo County, California","290","259","4","7","7","25","15","30","21","43","29","21","21","8","8","7","7","4","2","0","0","0","0","31",
"1400000US06027000600","Census Tract 6, Inyo County, California","429","382","26","21","18","38","76","67","19","47","15","19","6","12","5","6","2","5","0","0","0","0","0","47",
"1400000US06027000700","Census Tract 7, Inyo County, California","197","182","0","23","16","16","13","51","12","25","10","0","5","4","0","7","0","0","0","0","0","0","0","15",
"1400000US06029000101","Census Tract 1.01, Kern County, California","1424","1386","0","17","11","45","0","157","117","159","299","231","187","66","77","0","0","14","6","0","0","0","0","38",
"1400000US06029000102","Census Tract 1.02, Kern County, California","398","387","0","0","7","0","26","47","94","32","13","14","4","47","50","39","14","0","0","0","0","0","0","11",
"1400000US06029000200","Census Tract 2, Kern County, California","1692","1651","0","15","25","50","236","206","294","204","259","228","35","48","31","0","20","0","0","0","0","0","0","41",
"1400000US06029000300","Census Tract 3, Kern County, California","860","839","0","0","27","33","102","99","128","203","131","39","31","32","14","0","0","0","0","0","0","0","0","21",
"1400000US06029000400","Census Tract 4, Kern County, California","962","940","29","7","29","73","140","171","217","176","58","14","8","0","0","0","0","0","0","8","0","0","10","22",
"1400000US06029000503","Census Tract 5.03, Kern County, California","30","30","0","0","0","0","0","0","0","0","0","5","0","0","7","7","0","11","0","0","0","0","0","0",
"1400000US06029000504","Census Tract 5.04, Kern County, California","633","613","0","0","8","0","41","88","305","44","64","33","0","0","0","15","0","0","0","7","8","0","0","20",
"1400000US06029000505","Census Tract 5.05, Kern County, California","153","153","0","20","0","0","0","0","8","0","0","0","0","0","23","8","34","13","7","32","8","0","0","0",
"1400000US06029000506","Census Tract 5.06, Kern County, California","131","131","0","0","0","0","0","0","13","16","40","42","0","0","0","12","0","8","0","0","0","0","0","0",
"1400000US06029000507","Census Tract 5.07, Kern County, California","105","89","0","0","0","42","0","0","0","0","0","9","13","8","0","0","0","0","9","0","8","0","0","16",
"1400000US06029000600","Census Tract 6, Kern County, California","1983","1964","79","12","0","58","126","316","388","359","338","189","81","18","0","0","0","0","0","0","0","0","0","19",
"1400000US06029000700","Census Tract 7, Kern County, California","456","403","0","0","8","9","7","24","59","43","55","48","19","40","21","35","18","9","8","0","0","0","0","53",
"1400000US06029000800","Census Tract 8, Kern County, California","337","326","0","0","0","0","0","3","25","39","21","26","25","24","67","60","17","13","6","0","0","0","0","11",
"1400000US06029000902","Census Tract 9.02, Kern County, California","416","412","0","0","0","5","0","5","150","61","41","26","12","0","62","4","30","16","0","0","0","0","0","4",
"1400000US06029000903","Census Tract 9.03, Kern County, California","536","509","0","7","0","0","0","66","148","41","54","39","0","0","22","6","13","0","18","0","12","70","13","27",
"1400000US06029000904","Census Tract 9.04, Kern County, California","520","507","0","8","0","0","0","108","108","107","49","7","34","37","14","11","24","0","0","0","0","0","0","13",
"1400000US06029000905","Census Tract 9.05, Kern County, California","222","209","7","0","0","6","0","0","50","41","29","28","15","21","0","12","0","0","0","0","0","0","0","13",
"1400000US06029000906","Census Tract 9.06, Kern County, California","345","345","0","4","0","6","10","14","32","44","97","48","18","9","11","12","21","0","14","5","0","0","0","0",
"1400000US06029000907","Census Tract 9.07, Kern County, California","190","184","0","0","0","8","15","0","0","13","21","7","29","27","44","7","0","13","0","0","0","0","0","6",
"1400000US06029000908","Census Tract 9.08, Kern County, California","641","641","0","23","0","6","0","22","26","40","156","112","88","70","31","6","23","27","7","0","4","0","0","0",
"1400000US06029000909","Census Tract 9.09, Kern County, California","22","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","5","0","0","5",
"1400000US06029000910","Census Tract 9.10, Kern County, California","1216","1176","16","0","13","0","17","27","56","138","221","170","228","131","52","9","19","46","0","24","9","0","0","40",
"1400000US06029001000","Census Tract 10, Kern County, California","323","286","0","8","0","9","34","28","27","8","9","15","36","22","52","19","0","19","0","0","0","0","0","37",
"1400000US06029001101","Census Tract 11.01, Kern County, California","395","371","35","36","16","15","29","14","37","65","37","8","18","55","6","0","0","0","0","0","0","0","0","24",
"1400000US06029001102","Census Tract 11.02, Kern County, California","601","592","7","6","7","31","46","38","101","70","103","40","42","92","9","0","0","0","0","0","0","0","0","9",
"1400000US06029001103","Census Tract 11.03, Kern County, California","561","537","10","0","0","24","39","127","48","41","100","41","80","18","5","0","0","0","4","0","0","0","0","24",
"1400000US06029001201","Census Tract 12.01, Kern County, California","300","291","0","0","17","0","52","28","55","69","41","29","0","0","0","0","0","0","0","0","0","0","0","9",
"1400000US06029001202","Census Tract 12.02, Kern County, California","1099","1090","17","9","27","25","148","156","309","180","115","45","25","9","8","0","0","0","17","0","0","0","0","9",
"1400000US06029001300","Census Tract 13, Kern County, California","1487","1455","30","36","0","19","190","246","413","199","170","54","18","34","20","0","18","0","0","8","0","0","0","32",
"1400000US06029001400","Census Tract 14, Kern County, California","1318","1270","11","34","43","7","109","236","377","150","138","64","70","6","10","0","15","0","0","0","0","0","0","48",
"1400000US06029001500","Census Tract 15, Kern County, California","414","384","12","0","5","15","23","100","65","88","30","30","8","0","0","0","0","8","0","0","0","0","0","30",
"1400000US06029001600","Census Tract 16, Kern County, California","436","402","0","0","7","19","115","88","68","25","22","26","0","7","25","0","0","0","0","0","0","0","0","34",
"1400000US06029001700","Census Tract 17, Kern County, California","875","828","0","7","8","0","46","134","163","144","96","64","37","45","18","0","12","28","0","26","0","0","0","47",
"1400000US06029001801","Census Tract 18.01, Kern County, California","1033","1001","25","0","42","22","43","21","148","162","163","73","169","58","51","8","8","0","8","0","0","0","0","32",
"1400000US06029001802","Census Tract 18.02, Kern County, California","1073","1061","0","0","19","0","9","0","65","12","133","170","125","96","97","66","153","64","35","8","0","9","0","12",
"1400000US06029001901","Census Tract 19.01, Kern County, California","584","571","0","0","8","0","29","21","104","118","106","18","89","12","11","18","19","18","0","0","0","0","0","13",
"1400000US06029001902","Census Tract 19.02, Kern County, California","1156","1140","0","20","12","6","66","170","265","294","85","51","47","19","30","23","8","44","0","0","0","0","0","16",
"1400000US06029002000","Census Tract 20, Kern County, California","1168","1162","12","11","65","43","144","166","300","169","84","57","26","25","46","6","0","0","0","8","0","0","0","6",
"1400000US06029002100","Census Tract 21, Kern County, California","478","466","0","12","9","6","80","143","78","31","21","44","18","6","3","0","8","0","0","7","0","0","0","12",
"1400000US06029002200","Census Tract 22, Kern County, California","957","943","56","26","63","63","95","187","189","88","102","32","7","0","10","25","0","0","0","0","0","0","0","14",
"1400000US06029002301","Census Tract 23.01, Kern County, California","654","619","0","0","18","0","19","55","126","122","90","102","0","49","17","0","21","0","0","0","0","0","0","35",
"1400000US06029002302","Census Tract 23.02, Kern County, California","286","286","0","0","12","0","16","42","132","27","21","22","6","8","0","0","0","0","0","0","0","0","0","0",
"1400000US06029002400","Census Tract 24, Kern County, California","139","139","0","0","0","0","2","17","26","18","17","16","21","0","5","0","0","17","0","0","0","0","0","0",
"1400000US06029002500","Census Tract 25, Kern County, California","928","876","20","39","52","20","79","124","204","113","62","59","79","25","0","0","0","0","0","0","0","0","0","52",
"1400000US06029002600","Census Tract 26, Kern County, California","359","346","0","0","0","5","21","39","90","45","25","64","30","10","5","2","10","0","0","0","0","0","0","13",
"1400000US06029002700","Census Tract 27, Kern County, California","659","637","6","0","0","0","41","60","104","122","67","61","66","21","52","9","28","0","0","0","0","0","0","22",
"1400000US06029002804","Census Tract 28.04, Kern County, California","362","339","0","0","0","6","0","0","0","6","7","33","66","28","0","39","17","24","6","12","13","63","19","23",
"1400000US06029002806","Census Tract 28.06, Kern County, California","667","652","0","0","0","0","0","7","7","7","14","17","124","141","82","132","59","39","15","8","0","0","0","15",
"1400000US06029002807","Census Tract 28.07, Kern County, California","157","138","0","0","0","0","10","0","0","7","72","0","6","0","0","0","13","11","0","7","6","6","0","19",
"1400000US06029002808","Census Tract 28.08, Kern County, California","873","862","0","17","0","0","0","0","0","0","0","13","169","65","217","73","65","42","0","49","48","34","70","11",
"1400000US06029002811","Census Tract 28.11, Kern County, California","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US06029002812","Census Tract 28.12, Kern County, California","1457","1436","28","20","29","0","39","106","302","340","254","51","129","29","66","24","10","0","9","0","0","0","0","21",
"1400000US06029002813","Census Tract 28.13, Kern County, California","1185","1185","0","0","0","0","7","74","158","308","277","166","124","30","15","6","20","0","0","0","0","0","0","0",
"1400000US06029002814","Census Tract 28.14, Kern County, California","1028","1011","19","0","17","0","24","40","210","195","248","87","35","16","31","7","8","0","37","0","28","0","9","17",
"1400000US06029002815","Census Tract 28.15, Kern County, California","697","683","22","49","0","24","0","10","140","174","64","43","36","47","15","24","10","25","0","0","0","0","0","14",
"1400000US06029002816","Census Tract 28.16, Kern County, California","774","758","8","0","0","21","8","36","86","33","117","99","30","19","183","38","48","32","0","0","0","0","0","16",
"1400000US06029002817","Census Tract 28.17, Kern County, California","1023","1023","13","0","35","0","35","0","79","48","277","127","132","51","63","87","31","32","13","0","0","0","0","0",
"1400000US06029002818","Census Tract 28.18, Kern County, California","494","485","18","0","0","0","0","0","18","25","52","72","98","27","54","19","19","25","58","0","0","0","0","9",
"1400000US06029002819","Census Tract 28.19, Kern County, California","848","848","11","0","0","0","0","0","8","27","63","150","124","127","71","40","146","70","11","0","0","0","0","0",
"1400000US06029002820","Census Tract 28.20, Kern County, California","139","139","0","0","0","0","0","0","0","0","0","0","0","0","9","10","19","66","21","14","0","0","0","0",
"1400000US06029002821","Census Tract 28.21, Kern County, California","362","362","0","0","0","0","0","0","0","0","0","0","19","130","18","12","58","84","16","25","0","0","0","0",
"1400000US06029002900","Census Tract 29, Kern County, California","1110","1083","19","0","58","112","19","165","98","180","92","64","85","45","44","56","17","17","12","0","0","0","0","27",
"1400000US06029003000","Census Tract 30, Kern County, California","832","817","4","0","0","8","85","85","120","94","85","121","103","21","71","9","0","0","0","6","5","0","0","15",
"1400000US06029003103","Census Tract 31.03, Kern County, California","386","379","9","0","53","20","31","38","37","44","32","20","21","45","5","0","24","0","0","0","0","0","0","7",
"1400000US06029003112","Census Tract 31.12, Kern County, California","772","765","17","0","0","17","5","56","33","145","131","102","61","20","61","34","33","29","4","17","0","0","0","7",
"1400000US06029003113","Census Tract 31.13, Kern County, California","500","492","0","0","9","0","14","4","43","158","103","58","17","23","13","8","14","19","9","0","0","0","0","8",
"1400000US06029003114","Census Tract 31.14, Kern County, California","596","568","9","0","8","0","25","7","38","44","85","40","20","66","39","18","74","88","7","0","0","0","0","28",
"1400000US06029003115","Census Tract 31.15, Kern County, California","482","478","15","0","10","19","12","8","53","32","78","39","5","27","91","36","34","19","0","0","0","0","0","4",
"1400000US06029003121","Census Tract 31.21, Kern County, California","1106","1067","0","45","7","76","26","35","388","110","105","35","0","33","60","31","79","37","0","0","0","0","0","39",
"1400000US06029003122","Census Tract 31.22, Kern County, California","497","478","18","0","0","0","25","18","24","18","31","37","52","63","76","50","32","34","0","0","0","0","0","19",
"1400000US06029003123","Census Tract 31.23, Kern County, California","113","113","0","0","0","0","0","10","0","0","0","0","0","0","11","0","10","40","19","23","0","0","0","0",
"1400000US06029003124","Census Tract 31.24, Kern County, California","86","86","0","0","0","0","0","0","0","5","0","0","0","5","0","14","13","16","12","21","0","0","0","0",
"1400000US06029003201","Census Tract 32.01, Kern County, California","261","222","0","0","8","0","6","20","53","22","0","22","0","23","15","7","14","23","0","9","0","0","0","39",
"1400000US06029003202","Census Tract 32.02, Kern County, California","425","425","0","7","9","31","42","47","42","24","48","52","61","0","9","25","8","20","0","0","0","0","0","0",
"1400000US06029003203","Census Tract 32.03, Kern County, California","39","39","0","0","0","0","0","19","0","0","0","0","12","0","0","0","0","0","0","0","8","0","0","0",
"1400000US06029003204","Census Tract 32.04, Kern County, California","160","88","2","13","0","0","8","3","15","10","0","17","3","0","16","0","0","0","0","0","1","0","0","72",
"1400000US06029003302","Census Tract 33.02, Kern County, California","627","571","0","0","0","5","11","19","85","37","45","81","54","50","40","34","29","60","10","0","0","11","0","56",
"1400000US06029003303","Census Tract 33.03, Kern County, California","147","129","2","0","2","8","7","8","41","19","24","16","0","2","0","0","0","0","0","0","0","0","0","18",
"1400000US06029003304","Census Tract 33.04, Kern County, California","318","206","13","5","0","7","4","15","21","24","27","22","37","27","2","0","0","0","2","0","0","0","0","112",
"1400000US06029003400","Census Tract 34, Kern County, California","539","509","0","5","0","0","37","108","120","100","62","35","37","0","5","0","0","0","0","0","0","0","0","30",
"1400000US06029003500","Census Tract 35, Kern County, California","786","751","0","0","0","16","143","153","196","55","95","65","0","0","8","0","0","20","0","0","0","0","0","35",
"1400000US06029003600","Census Tract 36, Kern County, California","586","549","0","0","8","17","34","75","84","194","80","41","12","4","0","0","0","0","0","0","0","0","0","37",
"1400000US06029003700","Census Tract 37, Kern County, California","337","221","0","5","0","9","18","40","59","17","33","12","16","3","0","7","0","2","0","0","0","0","0","116",
"1400000US06029003803","Census Tract 38.03, Kern County, California","75","68","0","0","11","0","0","14","0","0","20","0","0","0","6","0","0","17","0","0","0","0","0","7",
"1400000US06029003804","Census Tract 38.04, Kern County, California","106","106","0","0","0","0","10","0","0","8","0","0","12","14","0","22","7","22","0","11","0","0","0","0",
"1400000US06029003805","Census Tract 38.05, Kern County, California","29","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","15","0","0","7",
"1400000US06029003806","Census Tract 38.06, Kern County, California","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0",
"1400000US06029003807","Census Tract 38.07, Kern County, California","213","206","0","0","0","6","6","0","14","6","10","15","24","0","15","23","41","15","24","7","0","0","0","7",
"1400000US06029003808","Census Tract 38.08, Kern County, California","217","187","0","0","0","0","0","5","0","0","0","0","0","0","8","64","44","17","18","31","0","0","0","30",
"1400000US06029003809","Census Tract 38.09, Kern County, California","142","132","0","0","0","11","0","5","11","18","10","0","26","5","10","0","0","12","0","19","0","5","0","10",
"1400000US06029003810","Census Tract 38.10, Kern County, California","50","50","0","0","0","0","0","0","0","0","0","0","0","41","9","0","0","0","0","0","0","0","0","0",
"1400000US06029003811","Census Tract 38.11, Kern County, California","142","123","0","0","0","0","0","0","32","51","0","0","0","19","0","0","0","0","0","21","0","0","0","19",
"1400000US06029003812","Census Tract 38.12, Kern County, California","427","427","0","0","0","0","0","13","12","6","10","0","43","56","186","20","43","28","10","0","0","0","0","0",
"1400000US06029003813","Census Tract 38.13, Kern County, California","21","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","11",
"1400000US06029003900","Census Tract 39, Kern County, California","70","43","2","0","0","0","0","0","33","0","0","0","8","0","0","0","0","0","0","0","0","0","0","27",
"1400000US06029004000","Census Tract 40, Kern County, California","373","338","0","0","6","28","31","67","43","85","40","6","8","10","6","6","0","2","0","0","0","0","0","35",
"1400000US06029004101","Census Tract 41.01, Kern County, California","421","399","9","7","18","29","33","101","35","58","30","19","22","32","0","0","6","0","0","0","0","0","0","22",
"1400000US06029004102","Census Tract 41.02, Kern County, California","586","575","65","8","13","60","81","61","84","124","29","0","41","9","0","0","0","0","0","0","0","0","0","11",
"1400000US06029004200","Census Tract 42, Kern County, California","140","99","1","1","0","0","8","25","4","5","31","12","0","12","0","0","0","0","0","0","0","0","0","41",
"1400000US06029004301","Census Tract 43.01, Kern County, California","328","316","16","47","50","44","50","32","10","32","10","0","6","19","0","0","0","0","0","0","0","0","0","12",
"1400000US06029004302","Census Tract 43.02, Kern County, California","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US06029004401","Census Tract 44.01, Kern County, California","578","535","6","10","8","31","49","97","77","127","43","24","26","28","0","0","0","0","9","0","0","0","0","43",
"1400000US06029004402","Census Tract 44.02, Kern County, California","817","774","24","19","38","245","77","117","115","80","42","17","0","0","0","0","0","0","0","0","0","0","0","43",
"1400000US06029004500","Census Tract 45, Kern County, California","422","319","16","9","3","61","25","38","45","62","23","17","5","3","2","3","0","0","0","7","0","0","0","103",
"1400000US06029004601","Census Tract 46.01, Kern County, California","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US06029004602","Census Tract 46.02, Kern County, California","481","393","3","20","35","41","66","52","67","25","14","40","27","0","0","0","0","0","0","3","0","0","0","88",
"1400000US06029004700","Census Tract 47, Kern County, California","849","827","59","13","8","48","31","83","187","187","60","44","28","79","0","0","0","0","0","0","0","0","0","22",
"1400000US06029004800","Census Tract 48, Kern County, California","1038","975","25","41","100","99","106","179","101","140","97","33","23","11","20","0","0","0","0","0","0","0","0","63",
