GEOID,NAME,Median_Rent,
1400000US06037301702,"Census Tract 3017.02, Los Angeles County, California",724,
1400000US06037301800,"Census Tract 3018, Los Angeles County, California",697,
1400000US06037301900,"Census Tract 3019, Los Angeles County, California",774,
1400000US06037302001,"Census Tract 3020.01, Los Angeles County, California",680,
1400000US06037302002,"Census Tract 3020.02, Los Angeles County, California",641,
1400000US06037302102,"Census Tract 3021.02, Los Angeles County, California",684,
1400000US06037302103,"Census Tract 3021.03, Los Angeles County, California",638,
1400000US06037302104,"Census Tract 3021.04, Los Angeles County, California",657,
1400000US06037302201,"Census Tract 3022.01, Los Angeles County, California",545,
1400000US06037302202,"Census Tract 3022.02, Los Angeles County, California",629,
1400000US06037302301,"Census Tract 3023.01, Los Angeles County, California",716,
1400000US06037302302,"Census Tract 3023.02, Los Angeles County, California",614,
1400000US06037302400,"Census Tract 3024, Los Angeles County, California",571,
1400000US06037302501,"Census Tract 3025.01, Los Angeles County, California",608,
1400000US06037302502,"Census Tract 3025.02, Los Angeles County, California",613,
1400000US06037310100,"Census Tract 3101, Los Angeles County, California",1530,
1400000US06037310200,"Census Tract 3102, Los Angeles County, California",792,
1400000US06037310300,"Census Tract 3103, Los Angeles County, California",715,
1400000US06037310400,"Census Tract 3104, Los Angeles County, California",655,
1400000US06037310500,"Census Tract 3105, Los Angeles County, California",601,
1400000US06037310600,"Census Tract 3106, Los Angeles County, California",731,
1400000US06037310701,"Census Tract 3107.01, Los Angeles County, California",572,
1400000US06037310702,"Census Tract 3107.02, Los Angeles County, California",701,
1400000US06037310703,"Census Tract 3107.03, Los Angeles County, California",674,
1400000US06037310800,"Census Tract 3108, Los Angeles County, California",668,
1400000US06037310900,"Census Tract 3109, Los Angeles County, California",665,
1400000US06037311000,"Census Tract 3110, Los Angeles County, California",601,
1400000US06037311100,"Census Tract 3111, Los Angeles County, California",636,
1400000US06037311200,"Census Tract 3112, Los Angeles County, California",663,
1400000US06037311300,"Census Tract 3113, Los Angeles County, California",652,
1400000US06037311400,"Census Tract 3114, Los Angeles County, California",926,
1400000US06037311500,"Census Tract 3115, Los Angeles County, California",782,
1400000US06037311600,"Census Tract 3116, Los Angeles County, California",795,
1400000US06037311700,"Census Tract 3117, Los Angeles County, California",705,
1400000US06037311800,"Census Tract 3118, Los Angeles County, California",647,
1400000US06037320000,"Census Tract 3200, Los Angeles County, California",0,
1400000US06037320100,"Census Tract 3201, Los Angeles County, California",647,
1400000US06037320200,"Census Tract 3202, Los Angeles County, California",589,
1400000US06037320300,"Census Tract 3203, Los Angeles County, California",587,
1400000US06037400203,"Census Tract 4002.03, Los Angeles County, California",196,
1400000US06037400204,"Census Tract 4002.04, Los Angeles County, California",1620,
1400000US06037400205,"Census Tract 4002.05, Los Angeles County, California",637,
1400000US06037400206,"Census Tract 4002.06, Los Angeles County, California",1149,
1400000US06037400302,"Census Tract 4003.02, Los Angeles County, California",716,
1400000US06037400303,"Census Tract 4003.03, Los Angeles County, California",884,
1400000US06037400304,"Census Tract 4003.04, Los Angeles County, California",852,
1400000US06037400401,"Census Tract 4004.01, Los Angeles County, California",795,
1400000US06037400402,"Census Tract 4004.02, Los Angeles County, California",862,
1400000US06037400500,"Census Tract 4005, Los Angeles County, California",675,
1400000US06037400602,"Census Tract 4006.02, Los Angeles County, California",644,
1400000US06037400603,"Census Tract 4006.03, Los Angeles County, California",743,
1400000US06037400604,"Census Tract 4006.04, Los Angeles County, California",642,
1400000US06037400800,"Census Tract 4008, Los Angeles County, California",882,
1400000US06037400900,"Census Tract 4009, Los Angeles County, California",853,
1400000US06037401001,"Census Tract 4010.01, Los Angeles County, California",1265,
1400000US06037401002,"Census Tract 4010.02, Los Angeles County, California",711,
1400000US06037401101,"Census Tract 4011.01, Los Angeles County, California",680,
1400000US06037401102,"Census Tract 4011.02, Los Angeles County, California",673,
1400000US06037401201,"Census Tract 4012.01, Los Angeles County, California",894,
1400000US06037401202,"Census Tract 4012.02, Los Angeles County, California",900,
1400000US06037401203,"Census Tract 4012.03, Los Angeles County, California",762,
1400000US06037401302,"Census Tract 4013.02, Los Angeles County, California",648,
1400000US06037401311,"Census Tract 4013.11, Los Angeles County, California",748,
1400000US06037401312,"Census Tract 4013.12, Los Angeles County, California",966,
1400000US06037401500,"Census Tract 4015, Los Angeles County, California",740,
1400000US06037401601,"Census Tract 4016.01, Los Angeles County, California",870,
1400000US06037401602,"Census Tract 4016.02, Los Angeles County, California",753,
1400000US06037401603,"Census Tract 4016.03, Los Angeles County, California",914,
1400000US06037401701,"Census Tract 4017.01, Los Angeles County, California",563,
1400000US06037401703,"Census Tract 4017.03, Los Angeles County, California",735,
1400000US06037401704,"Census Tract 4017.04, Los Angeles County, California",711,
1400000US06037401800,"Census Tract 4018, Los Angeles County, California",877,
1400000US06037401901,"Census Tract 4019.01, Los Angeles County, California",588,
1400000US06037401902,"Census Tract 4019.02, Los Angeles County, California",662,
1400000US06037402000,"Census Tract 4020, Los Angeles County, California",757,
1400000US06037402101,"Census Tract 4021.01, Los Angeles County, California",767,
1400000US06037402102,"Census Tract 4021.02, Los Angeles County, California",679,
1400000US06037402200,"Census Tract 4022, Los Angeles County, California",631,
1400000US06037402301,"Census Tract 4023.01, Los Angeles County, California",615,
1400000US06037402302,"Census Tract 4023.02, Los Angeles County, California",487,
1400000US06037402401,"Census Tract 4024.01, Los Angeles County, California",571,
1400000US06037402402,"Census Tract 4024.02, Los Angeles County, California",811,
1400000US06037402403,"Census Tract 4024.03, Los Angeles County, California",713,
1400000US06037402404,"Census Tract 4024.04, Los Angeles County, California",0,
1400000US06037402501,"Census Tract 4025.01, Los Angeles County, California",521,
1400000US06037402502,"Census Tract 4025.02, Los Angeles County, California",576,
1400000US06037402600,"Census Tract 4026, Los Angeles County, California",490,
1400000US06037402702,"Census Tract 4027.02, Los Angeles County, California",495,
1400000US06037402703,"Census Tract 4027.03, Los Angeles County, California",659,
1400000US06037402704,"Census Tract 4027.04, Los Angeles County, California",637,
1400000US06037402801,"Census Tract 4028.01, Los Angeles County, California",543,
1400000US06037402802,"Census Tract 4028.02, Los Angeles County, California",559,
1400000US06037402901,"Census Tract 4029.01, Los Angeles County, California",626,
1400000US06037402902,"Census Tract 4029.02, Los Angeles County, California",579,
1400000US06037403000,"Census Tract 4030, Los Angeles County, California",657,
1400000US06037403200,"Census Tract 4032, Los Angeles County, California",0,
1400000US06037403303,"Census Tract 4033.03, Los Angeles County, California",1158,
1400000US06037403304,"Census Tract 4033.04, Los Angeles County, California",1200,
1400000US06037403305,"Census Tract 4033.05, Los Angeles County, California",1019,
1400000US06037403312,"Census Tract 4033.12, Los Angeles County, California",947,
1400000US06037403316,"Census Tract 4033.16, Los Angeles County, California",863,
1400000US06037403317,"Census Tract 4033.17, Los Angeles County, California",1279,
1400000US06037403318,"Census Tract 4033.18, Los Angeles County, California",988,
1400000US06037403319,"Census Tract 4033.19, Los Angeles County, California",913,
1400000US06037403320,"Census Tract 4033.20, Los Angeles County, California",1179,
1400000US06037403321,"Census Tract 4033.21, Los Angeles County, California",1027,
1400000US06037403322,"Census Tract 4033.22, Los Angeles County, California",921,
1400000US06037403323,"Census Tract 4033.23, Los Angeles County, California",1098,
1400000US06037403324,"Census Tract 4033.24, Los Angeles County, California",980,
1400000US06037403325,"Census Tract 4033.25, Los Angeles County, California",1161,
1400000US06037403401,"Census Tract 4034.01, Los Angeles County, California",1067,
1400000US06037403402,"Census Tract 4034.02, Los Angeles County, California",1051,
1400000US06037403403,"Census Tract 4034.03, Los Angeles County, California",1430,
1400000US06037403404,"Census Tract 4034.04, Los Angeles County, California",1919,
1400000US06037403405,"Census Tract 4034.05, Los Angeles County, California",1563,
1400000US06037403406,"Census Tract 4034.06, Los Angeles County, California",814,
1400000US06037403407,"Census Tract 4034.07, Los Angeles County, California",0,
1400000US06037403408,"Census Tract 4034.08, Los Angeles County, California",1231,
1400000US06037403500,"Census Tract 4035, Los Angeles County, California",1448,
1400000US06037403600,"Census Tract 4036, Los Angeles County, California",821,
1400000US06037403702,"Census Tract 4037.02, Los Angeles County, California",850,
1400000US06037403703,"Census Tract 4037.03, Los Angeles County, California",790,
1400000US06037403721,"Census Tract 4037.21, Los Angeles County, California",677,
1400000US06037403722,"Census Tract 4037.22, Los Angeles County, California",623,
1400000US06037403801,"Census Tract 4038.01, Los Angeles County, California",831,
1400000US06037403802,"Census Tract 4038.02, Los Angeles County, California",825,
1400000US06037403901,"Census Tract 4039.01, Los Angeles County, California",849,
1400000US06037403902,"Census Tract 4039.02, Los Angeles County, California",696,
1400000US06037404000,"Census Tract 4040, Los Angeles County, California",812,
1400000US06037404100,"Census Tract 4041, Los Angeles County, California",869,
1400000US06037404200,"Census Tract 4042, Los Angeles County, California",602,
1400000US06037404301,"Census Tract 4043.01, Los Angeles County, California",647,
1400000US06037404302,"Census Tract 4043.02, Los Angeles County, California",742,
1400000US06037404401,"Census Tract 4044.01, Los Angeles County, California",683,
1400000US06037404402,"Census Tract 4044.02, Los Angeles County, California",739,
1400000US06037404501,"Census Tract 4045.01, Los Angeles County, California",769,
1400000US06037404502,"Census Tract 4045.02, Los Angeles County, California",578,
1400000US06037404600,"Census Tract 4046, Los Angeles County, California",539,
1400000US06037404701,"Census Tract 4047.01, Los Angeles County, California",710,
1400000US06037404702,"Census Tract 4047.02, Los Angeles County, California",696,
1400000US06037404703,"Census Tract 4047.03, Los Angeles County, California",613,
1400000US06037404801,"Census Tract 4048.01, Los Angeles County, California",700,
1400000US06037404802,"Census Tract 4048.02, Los Angeles County, California",618,
1400000US06037404803,"Census Tract 4048.03, Los Angeles County, California",631,
1400000US06037404901,"Census Tract 4049.01, Los Angeles County, California",678,
1400000US06037404902,"Census Tract 4049.02, Los Angeles County, California",765,
1400000US06037404903,"Census Tract 4049.03, Los Angeles County, California",635,
1400000US06037405001,"Census Tract 4050.01, Los Angeles County, California",680,
1400000US06037405002,"Census Tract 4050.02, Los Angeles County, California",660,
1400000US06037405101,"Census Tract 4051.01, Los Angeles County, California",670,
1400000US06037405102,"Census Tract 4051.02, Los Angeles County, California",583,
1400000US06037405201,"Census Tract 4052.01, Los Angeles County, California",709,
1400000US06037405202,"Census Tract 4052.02, Los Angeles County, California",610,
1400000US06037405203,"Census Tract 4052.03, Los Angeles County, California",725,
1400000US06037405300,"Census Tract 4053, Los Angeles County, California",671,
1400000US06037405400,"Census Tract 4054, Los Angeles County, California",846,
1400000US06037405500,"Census Tract 4055, Los Angeles County, California",718,
1400000US06037405600,"Census Tract 4056, Los Angeles County, California",518,
1400000US06037405700,"Census Tract 4057, Los Angeles County, California",731,
1400000US06037405800,"Census Tract 4058, Los Angeles County, California",845,
1400000US06037405900,"Census Tract 4059, Los Angeles County, California",706,
1400000US06037406000,"Census Tract 4060, Los Angeles County, California",830,
1400000US06037406101,"Census Tract 4061.01, Los Angeles County, California",655,
1400000US06037406102,"Census Tract 4061.02, Los Angeles County, California",654,
1400000US06037406200,"Census Tract 4062, Los Angeles County, California",651,
1400000US06037406300,"Census Tract 4063, Los Angeles County, California",833,
1400000US06037406402,"Census Tract 4064.02, Los Angeles County, California",1344,
1400000US06037406411,"Census Tract 4064.11, Los Angeles County, California",814,
1400000US06037406412,"Census Tract 4064.12, Los Angeles County, California",775,
1400000US06037406500,"Census Tract 4065, Los Angeles County, California",748,
1400000US06037406601,"Census Tract 4066.01, Los Angeles County, California",1063,
1400000US06037406602,"Census Tract 4066.02, Los Angeles County, California",722,
1400000US06037406700,"Census Tract 4067, Los Angeles County, California",783,
1400000US06037406800,"Census Tract 4068, Los Angeles County, California",806,
1400000US06037406900,"Census Tract 4069, Los Angeles County, California",605,
1400000US06037407001,"Census Tract 4070.01, Los Angeles County, California",700,
1400000US06037407002,"Census Tract 4070.02, Los Angeles County, California",809,
1400000US06037407101,"Census Tract 4071.01, Los Angeles County, California",578,
1400000US06037407102,"Census Tract 4071.02, Los Angeles County, California",662,
1400000US06037407200,"Census Tract 4072, Los Angeles County, California",544,
1400000US06037407301,"Census Tract 4073.01, Los Angeles County, California",809,
1400000US06037407302,"Census Tract 4073.02, Los Angeles County, California",831,
1400000US06037407400,"Census Tract 4074, Los Angeles County, California",814,
1400000US06037407500,"Census Tract 4075, Los Angeles County, California",707,
1400000US06037407600,"Census Tract 4076, Los Angeles County, California",591,
1400000US06037407701,"Census Tract 4077.01, Los Angeles County, California",614,
1400000US06037407702,"Census Tract 4077.02, Los Angeles County, California",754,
1400000US06037407800,"Census Tract 4078, Los Angeles County, California",826,
1400000US06037407900,"Census Tract 4079, Los Angeles County, California",921,
1400000US06037408001,"Census Tract 4080.01, Los Angeles County, California",778,
1400000US06037408002,"Census Tract 4080.02, Los Angeles County, California",772,
1400000US06037408101,"Census Tract 4081.01, Los Angeles County, California",814,
1400000US06037408102,"Census Tract 4081.02, Los Angeles County, California",767,
1400000US06037408132,"Census Tract 4081.32, Los Angeles County, California",727,
1400000US06037408133,"Census Tract 4081.33, Los Angeles County, California",770,
1400000US06037408134,"Census Tract 4081.34, Los Angeles County, California",984,
1400000US06037408135,"Census Tract 4081.35, Los Angeles County, California",916,
1400000US06037408202,"Census Tract 4082.02, Los Angeles County, California",639,
1400000US06037408211,"Census Tract 4082.11, Los Angeles County, California",805,
1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",864,
1400000US06037408301,"Census Tract 4083.01, Los Angeles County, California",731,
1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",784,
1400000US06037408303,"Census Tract 4083.03, Los Angeles County, California",867,
1400000US06037408401,"Census Tract 4084.01, Los Angeles County, California",625,
1400000US06037408402,"Census Tract 4084.02, Los Angeles County, California",825,
1400000US06037408501,"Census Tract 4085.01, Los Angeles County, California",857,
1400000US06037408502,"Census Tract 4085.02, Los Angeles County, California",850,
1400000US06037408503,"Census Tract 4085.03, Los Angeles County, California",1164,
1400000US06037408601,"Census Tract 4086.01, Los Angeles County, California",912,
1400000US06037408623,"Census Tract 4086.23, Los Angeles County, California",910,
1400000US06037408624,"Census Tract 4086.24, Los Angeles County, California",1156,
1400000US06037408625,"Census Tract 4086.25, Los Angeles County, California",960,
1400000US06037408626,"Census Tract 4086.26, Los Angeles County, California",932,
1400000US06037408627,"Census Tract 4086.27, Los Angeles County, California",1016,
1400000US06037408628,"Census Tract 4086.28, Los Angeles County, California",778,
1400000US06037408629,"Census Tract 4086.29, Los Angeles County, California",1295,
1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",1585,
1400000US06037408704,"Census Tract 4087.04, Los Angeles County, California",696,
1400000US06037408705,"Census Tract 4087.05, Los Angeles County, California",968,
1400000US06037408706,"Census Tract 4087.06, Los Angeles County, California",1375,
1400000US06037408721,"Census Tract 4087.21, Los Angeles County, California",671,
1400000US06037408722,"Census Tract 4087.22, Los Angeles County, California",963,
1400000US06037408800,"Census Tract 4088, Los Angeles County, California",540,
1400000US06037430001,"Census Tract 4300.01, Los Angeles County, California",1167,
1400000US06037430002,"Census Tract 4300.02, Los Angeles County, California",802,
1400000US06037430101,"Census Tract 4301.01, Los Angeles County, California",635,
1400000US06037430102,"Census Tract 4301.02, Los Angeles County, California",627,
1400000US06037430200,"Census Tract 4302, Los Angeles County, California","2,000",
1400000US06037430301,"Census Tract 4303.01, Los Angeles County, California",909,
1400000US06037430302,"Census Tract 4303.02, Los Angeles County, California",680,
1400000US06037430400,"Census Tract 4304, Los Angeles County, California",783,
1400000US06037430501,"Census Tract 4305.01, Los Angeles County, California",842,
1400000US06037430502,"Census Tract 4305.02, Los Angeles County, California",765,
1400000US06037430600,"Census Tract 4306, Los Angeles County, California",1982,
1400000US06037430701,"Census Tract 4307.01, Los Angeles County, California",712,
1400000US06037430721,"Census Tract 4307.21, Los Angeles County, California",769,
1400000US06037430723,"Census Tract 4307.23, Los Angeles County, California",770,
1400000US06037430724,"Census Tract 4307.24, Los Angeles County, California",745,
1400000US06037430801,"Census Tract 4308.01, Los Angeles County, California",740,
1400000US06037430802,"Census Tract 4308.02, Los Angeles County, California",873,
1400000US06037430803,"Census Tract 4308.03, Los Angeles County, California",879,
1400000US06037430900,"Census Tract 4309, Los Angeles County, California",704,
1400000US06037431001,"Census Tract 4310.01, Los Angeles County, California",677,
1400000US06037431002,"Census Tract 4310.02, Los Angeles County, California",664,
1400000US06037431100,"Census Tract 4311, Los Angeles County, California",665,
1400000US06037431200,"Census Tract 4312, Los Angeles County, California",744,
1400000US06037431300,"Census Tract 4313, Los Angeles County, California",789,
1400000US06037431400,"Census Tract 4314, Los Angeles County, California",832,
1400000US06037431500,"Census Tract 4315, Los Angeles County, California",674,
1400000US06037431600,"Census Tract 4316, Los Angeles County, California",917,
1400000US06037431700,"Census Tract 4317, Los Angeles County, California",860,
1400000US06037431800,"Census Tract 4318, Los Angeles County, California",835,
1400000US06037431900,"Census Tract 4319, Los Angeles County, California",655,
1400000US06037432000,"Census Tract 4320, Los Angeles County, California",679,
1400000US06037432101,"Census Tract 4321.01, Los Angeles County, California",899,
1400000US06037432102,"Census Tract 4321.02, Los Angeles County, California",816,
1400000US06037432201,"Census Tract 4322.01, Los Angeles County, California",723,
1400000US06037432202,"Census Tract 4322.02, Los Angeles County, California",682,
1400000US06037432300,"Census Tract 4323, Los Angeles County, California",618,
1400000US06037432401,"Census Tract 4324.01, Los Angeles County, California",636,
1400000US06037432402,"Census Tract 4324.02, Los Angeles County, California",618,
1400000US06037432500,"Census Tract 4325, Los Angeles County, California",687,
1400000US06037432601,"Census Tract 4326.01, Los Angeles County, California",676,
1400000US06037432602,"Census Tract 4326.02, Los Angeles County, California",717,
1400000US06037432700,"Census Tract 4327, Los Angeles County, California",610,
1400000US06037432801,"Census Tract 4328.01, Los Angeles County, California",602,
1400000US06037432802,"Census Tract 4328.02, Los Angeles County, California",620,
1400000US06037432901,"Census Tract 4329.01, Los Angeles County, California",677,
1400000US06037432902,"Census Tract 4329.02, Los Angeles County, California",651,
1400000US06037433100,"Census Tract 4331, Los Angeles County, California",586,
1400000US06037433200,"Census Tract 4332, Los Angeles County, California",592,
1400000US06037433301,"Census Tract 4333.01, Los Angeles County, California",614,
1400000US06037433302,"Census Tract 4333.02, Los Angeles County, California",528,
1400000US06037433303,"Census Tract 4333.03, Los Angeles County, California",660,
1400000US06037433401,"Census Tract 4334.01, Los Angeles County, California",640,
1400000US06037433402,"Census Tract 4334.02, Los Angeles County, California",601,
1400000US06037433403,"Census Tract 4334.03, Los Angeles County, California",541,
1400000US06037433501,"Census Tract 4335.01, Los Angeles County, California",528,
1400000US06037433502,"Census Tract 4335.02, Los Angeles County, California",629,
1400000US06037433601,"Census Tract 4336.01, Los Angeles County, California",666,
1400000US06037433602,"Census Tract 4336.02, Los Angeles County, California",667,
1400000US06037433700,"Census Tract 4337, Los Angeles County, California",583,
1400000US06037433801,"Census Tract 4338.01, Los Angeles County, California",580,
1400000US06037433802,"Census Tract 4338.02, Los Angeles County, California",844,
1400000US06037433901,"Census Tract 4339.01, Los Angeles County, California",609,
1400000US06037433902,"Census Tract 4339.02, Los Angeles County, California",702,
1400000US06037434001,"Census Tract 4340.01, Los Angeles County, California",648,
1400000US06037434002,"Census Tract 4340.02, Los Angeles County, California",636,
1400000US06037460000,"Census Tract 4600, Los Angeles County, California",1309,
1400000US06037460100,"Census Tract 4601, Los Angeles County, California",642,
1400000US06037460200,"Census Tract 4602, Los Angeles County, California",818,
1400000US06037460301,"Census Tract 4603.01, Los Angeles County, California",796,
1400000US06037460302,"Census Tract 4603.02, Los Angeles County, California",625,
1400000US06037460400,"Census Tract 4604, Los Angeles County, California",821,
1400000US06037460501,"Census Tract 4605.01, Los Angeles County, California",1920,
1400000US06037460502,"Census Tract 4605.02, Los Angeles County, California",1617,
1400000US06037460600,"Census Tract 4606, Los Angeles County, California",847,
1400000US06037460700,"Census Tract 4607, Los Angeles County, California",948,
1400000US06037460800,"Census Tract 4608, Los Angeles County, California","2,000",
1400000US06037460900,"Census Tract 4609, Los Angeles County, California",620,
1400000US06037461000,"Census Tract 4610, Los Angeles County, California",634,
1400000US06037461100,"Census Tract 4611, Los Angeles County, California",672,
1400000US06037461200,"Census Tract 4612, Los Angeles County, California",771,
1400000US06037461300,"Census Tract 4613, Los Angeles County, California",687,
1400000US06037461400,"Census Tract 4614, Los Angeles County, California",755,
1400000US06037461500,"Census Tract 4615, Los Angeles County, California",616,
1400000US06037461600,"Census Tract 4616, Los Angeles County, California",558,
1400000US06037461700,"Census Tract 4617, Los Angeles County, California",1170,
1400000US06037461900,"Census Tract 4619, Los Angeles County, California",558,
1400000US06037462000,"Census Tract 4620, Los Angeles County, California",557,
1400000US06037462100,"Census Tract 4621, Los Angeles County, California",570,
1400000US06037462200,"Census Tract 4622, Los Angeles County, California",590,
1400000US06037462300,"Census Tract 4623, Los Angeles County, California",651,
1400000US06037462400,"Census Tract 4624, Los Angeles County, California",650,
1400000US06037462500,"Census Tract 4625, Los Angeles County, California",691,
1400000US06037462600,"Census Tract 4626, Los Angeles County, California",755,
1400000US06037462700,"Census Tract 4627, Los Angeles County, California",682,
1400000US06037462800,"Census Tract 4628, Los Angeles County, California",701,
1400000US06037462900,"Census Tract 4629, Los Angeles County, California",852,
1400000US06037463000,"Census Tract 4630, Los Angeles County, California",938,
1400000US06037463101,"Census Tract 4631.01, Los Angeles County, California",657,
1400000US06037463102,"Census Tract 4631.02, Los Angeles County, California",743,
1400000US06037463200,"Census Tract 4632, Los Angeles County, California",756,
1400000US06037463300,"Census Tract 4633, Los Angeles County, California",662,
1400000US06037463400,"Census Tract 4634, Los Angeles County, California",743,
1400000US06037463500,"Census Tract 4635, Los Angeles County, California",827,
1400000US06037463600,"Census Tract 4636, Los Angeles County, California",790,
1400000US06037463700,"Census Tract 4637, Los Angeles County, California",886,
1400000US06037463800,"Census Tract 4638, Los Angeles County, California",1095,
1400000US06037463900,"Census Tract 4639, Los Angeles County, California",982,
1400000US06037464000,"Census Tract 4640, Los Angeles County, California",767,
1400000US06037464100,"Census Tract 4641, Los Angeles County, California","2,000",
1400000US06037464200,"Census Tract 4642, Los Angeles County, California",1768,
1400000US06037480002,"Census Tract 4800.02, Los Angeles County, California",1239,
1400000US06037480011,"Census Tract 4800.11, Los Angeles County, California",652,
1400000US06037480012,"Census Tract 4800.12, Los Angeles County, California",636,
1400000US06037480101,"Census Tract 4801.01, Los Angeles County, California",853,
1400000US06037480102,"Census Tract 4801.02, Los Angeles County, California",735,
1400000US06037480201,"Census Tract 4802.01, Los Angeles County, California",791,
1400000US06037480202,"Census Tract 4802.02, Los Angeles County, California",788,
1400000US06037480301,"Census Tract 4803.01, Los Angeles County, California",656,
1400000US06037480302,"Census Tract 4803.02, Los Angeles County, California",706,
1400000US06037480400,"Census Tract 4804, Los Angeles County, California",728,
1400000US06037480500,"Census Tract 4805, Los Angeles County, California",762,
1400000US06037480600,"Census Tract 4806, Los Angeles County, California",785,
1400000US06037480702,"Census Tract 4807.02, Los Angeles County, California",728,
1400000US06037480703,"Census Tract 4807.03, Los Angeles County, California",814,
1400000US06037480704,"Census Tract 4807.04, Los Angeles County, California",753,
1400000US06037480802,"Census Tract 4808.02, Los Angeles County, California",625,
1400000US06037480803,"Census Tract 4808.03, Los Angeles County, California",681,
1400000US06037480804,"Census Tract 4808.04, Los Angeles County, California",677,
1400000US06037480901,"Census Tract 4809.01, Los Angeles County, California",668,
1400000US06037480902,"Census Tract 4809.02, Los Angeles County, California",643,
1400000US06037480903,"Census Tract 4809.03, Los Angeles County, California",664,
1400000US06037481001,"Census Tract 4810.01, Los Angeles County, California",620,
1400000US06037481002,"Census Tract 4810.02, Los Angeles County, California",705,
1400000US06037481101,"Census Tract 4811.01, Los Angeles County, California",704,
1400000US06037481102,"Census Tract 4811.02, Los Angeles County, California",746,
1400000US06037481103,"Census Tract 4811.03, Los Angeles County, California",647,
1400000US06037481201,"Census Tract 4812.01, Los Angeles County, California",710,
1400000US06037481202,"Census Tract 4812.02, Los Angeles County, California",625,
1400000US06037481300,"Census Tract 4813, Los Angeles County, California",732,
1400000US06037481401,"Census Tract 4814.01, Los Angeles County, California",700,
1400000US06037481402,"Census Tract 4814.02, Los Angeles County, California",688,
1400000US06037481500,"Census Tract 4815, Los Angeles County, California",726,
1400000US06037481602,"Census Tract 4816.02, Los Angeles County, California",678,
1400000US06037481603,"Census Tract 4816.03, Los Angeles County, California",675,
1400000US06037481604,"Census Tract 4816.04, Los Angeles County, California",654,
1400000US06037481711,"Census Tract 4817.11, Los Angeles County, California",658,
1400000US06037481712,"Census Tract 4817.12, Los Angeles County, California",624,
1400000US06037481713,"Census Tract 4817.13, Los Angeles County, California",656,
1400000US06037481714,"Census Tract 4817.14, Los Angeles County, California",643,
1400000US06037481800,"Census Tract 4818, Los Angeles County, California",767,
1400000US06037481901,"Census Tract 4819.01, Los Angeles County, California",681,
1400000US06037481902,"Census Tract 4819.02, Los Angeles County, California",671,
1400000US06037482001,"Census Tract 4820.01, Los Angeles County, California",1133,
1400000US06037482002,"Census Tract 4820.02, Los Angeles County, California",666,
1400000US06037482101,"Census Tract 4821.01, Los Angeles County, California",686,
1400000US06037482102,"Census Tract 4821.02, Los Angeles County, California",809,
1400000US06037482201,"Census Tract 4822.01, Los Angeles County, California",650,
1400000US06037482202,"Census Tract 4822.02, Los Angeles County, California",685,
1400000US06037482301,"Census Tract 4823.01, Los Angeles County, California",704,
1400000US06037482303,"Census Tract 4823.03, Los Angeles County, California",643,
1400000US06037482304,"Census Tract 4823.04, Los Angeles County, California",588,
1400000US06037482401,"Census Tract 4824.01, Los Angeles County, California",662,
1400000US06037482402,"Census Tract 4824.02, Los Angeles County, California",663,
1400000US06037482502,"Census Tract 4825.02, Los Angeles County, California",647,
1400000US06037482503,"Census Tract 4825.03, Los Angeles County, California",673,
1400000US06037482521,"Census Tract 4825.21, Los Angeles County, California",666,
1400000US06037482522,"Census Tract 4825.22, Los Angeles County, California",804,
1400000US06037482600,"Census Tract 4826, Los Angeles County, California",779,
1400000US06037482701,"Census Tract 4827.01, Los Angeles County, California",676,
1400000US06037482702,"Census Tract 4827.02, Los Angeles County, California",788,
1400000US06037482800,"Census Tract 4828, Los Angeles County, California",743,
1400000US06037500100,"Census Tract 5001, Los Angeles County, California",1019,
1400000US06037500201,"Census Tract 5002.01, Los Angeles County, California",895,
1400000US06037500202,"Census Tract 5002.02, Los Angeles County, California",653,
1400000US06037500300,"Census Tract 5003, Los Angeles County, California",867,
1400000US06037500401,"Census Tract 5004.01, Los Angeles County, California",850,
1400000US06037500402,"Census Tract 5004.02, Los Angeles County, California",532,
1400000US06037500500,"Census Tract 5005, Los Angeles County, California",675,
1400000US06037500600,"Census Tract 5006, Los Angeles County, California",535,
1400000US06037500700,"Census Tract 5007, Los Angeles County, California",697,
1400000US06037500800,"Census Tract 5008, Los Angeles County, California",701,
1400000US06037500900,"Census Tract 5009, Los Angeles County, California",550,
1400000US06037501000,"Census Tract 5010, Los Angeles County, California",722,
1400000US06037501200,"Census Tract 5012, Los Angeles County, California",717,
1400000US06037501300,"Census Tract 5013, Los Angeles County, California",750,
1400000US06037501400,"Census Tract 5014, Los Angeles County, California",636,
1400000US06037501501,"Census Tract 5015.01, Los Angeles County, California",680,
1400000US06037501503,"Census Tract 5015.03, Los Angeles County, California",670,
1400000US06037501504,"Census Tract 5015.04, Los Angeles County, California",579,
1400000US06037501600,"Census Tract 5016, Los Angeles County, California",620,
1400000US06037501700,"Census Tract 5017, Los Angeles County, California",688,
1400000US06037501801,"Census Tract 5018.01, Los Angeles County, California",605,
1400000US06037501802,"Census Tract 5018.02, Los Angeles County, California",757,
1400000US06037501900,"Census Tract 5019, Los Angeles County, California",853,
1400000US06037502001,"Census Tract 5020.01, Los Angeles County, California",754,
