GEOID,Label for GEO_ID,Total,Owner Occupied,Renter Occupied
1400000US06037215100,"Census Tract 2151, Los Angeles County, California",37415,129450,37379
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",53644,56685,50667
1400000US06037216200,"Census Tract 2162, Los Angeles County, California",45581,67419,36471
1400000US06037216300,"Census Tract 2163, Los Angeles County, California",50445,80991,41659
1400000US06037216400,"Census Tract 2164, Los Angeles County, California",41004,78380,39023
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",43500,67308,33828
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",57031,80171,50694
1400000US06037216900,"Census Tract 2169, Los Angeles County, California",45926,62148,41399
1400000US06037217000,"Census Tract 2170, Los Angeles County, California",46806,78955,36365
1400000US06037217100,"Census Tract 2171, Los Angeles County, California",31832,60391,26788
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",38710,54000,35325
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",23096,60357,19583
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",23310,56964,19726
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",24423,49688,22204
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",32418,74000,25883
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",27077,45600,20536
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",28896,38670,24753
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",32458,47056,22768
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",24917,37500,20076
1400000US06037218700,"Census Tract 2187, Los Angeles County, California",24522,63274,19261
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",23910,44688,21000
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",20687,45921,18848
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",29750,40781,16875
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",27589,36453,22935
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",22256,40804,18868
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",49554,62115,23359
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",31790,42115,24539
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",25982,35650,22526
1400000US06037219900,"Census Tract 2199, Los Angeles County, California",26683,38828,20943
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",28514,43194,23806
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",31929,59375,17402
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",17615,63036,16731
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",27931,28214,27770
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",32406,84390,25156
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",22202,64583,20462
1400000US06037221301,"Census Tract 2213.01, Los Angeles County, California",20474,57000,18962
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",19931,36458,17917
1400000US06037221400,"Census Tract 2214, Los Angeles County, California",16349,41771,13008
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",18060,56106,15625
1400000US06037221600,"Census Tract 2216, Los Angeles County, California",22457,56518,20385
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",19453,37596,17656
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",19946,37375,16825
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",13922,24643,13382
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",11047,55329,9734
1400000US06037222000,"Census Tract 2220, Los Angeles County, California",29221,42361,22041
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",24459,41875,18505
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",22182,36161,19265
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",27167,39821,21823
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",21155,41765,17722
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",3750,0,3750
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",16364,61827,15284
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",22500,90802,19681
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",17428,43438,16395
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",17976,40417,17364
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",16680,70917,15469
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",18819,47500,16161
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",19183,65536,17764
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",23107,45682,21612
1400000US06037224700,"Census Tract 2247, Los Angeles County, California",6457,46071,6065
1400000US06037226000,"Census Tract 2260, Los Angeles County, California",17235,38869,15821
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",25313,38421,24542
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",25538,50192,22500
1400000US06037226700,"Census Tract 2267, Los Angeles County, California",24385,34205,21297
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",24890,51272,21750
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",27198,35313,26010
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",21801,31964,20659
1400000US06037228210,"Census Tract 2282.10, Los Angeles County, California",26250,48438,19417
1400000US06037228220,"Census Tract 2282.20, Los Angeles County, California",22717,38350,15927
1400000US06037228310,"Census Tract 2283.10, Los Angeles County, California",23112,44167,21335
1400000US06037228320,"Census Tract 2283.20, Los Angeles County, California",26358,51875,21442
1400000US06037228410,"Census Tract 2284.10, Los Angeles County, California",25208,38882,20139
1400000US06037228420,"Census Tract 2284.20, Los Angeles County, California",20743,37333,18344
1400000US06037228500,"Census Tract 2285, Los Angeles County, California",24342,43304,20765
1400000US06037228600,"Census Tract 2286, Los Angeles County, California",22331,37778,20147
1400000US06037228710,"Census Tract 2287.10, Los Angeles County, California",21061,35694,19926
1400000US06037228720,"Census Tract 2287.20, Los Angeles County, California",25789,35329,22434
1400000US06037228800,"Census Tract 2288, Los Angeles County, California",21025,39167,18060
1400000US06037228900,"Census Tract 2289, Los Angeles County, California",20221,26198,18495
1400000US06037229100,"Census Tract 2291, Los Angeles County, California",28828,46563,22098
1400000US06037229200,"Census Tract 2292, Los Angeles County, California",18351,37552,14144
1400000US06037229300,"Census Tract 2293, Los Angeles County, California",22112,30833,19491
1400000US06037229410,"Census Tract 2294.10, Los Angeles County, California",26316,41538,21689
1400000US06037229420,"Census Tract 2294.20, Los Angeles County, California",23513,29639,19267
1400000US06037231100,"Census Tract 2311, Los Angeles County, California",17778,38250,17468
1400000US06037231210,"Census Tract 2312.10, Los Angeles County, California",25438,39875,21281
1400000US06037231220,"Census Tract 2312.20, Los Angeles County, California",20228,33214,16231
1400000US06037231300,"Census Tract 2313, Los Angeles County, California",24067,35391,19130
1400000US06037231400,"Census Tract 2314, Los Angeles County, California",30547,42059,22647
1400000US06037231500,"Census Tract 2315, Los Angeles County, California",35972,43901,18594
1400000US06037231600,"Census Tract 2316, Los Angeles County, California",19778,33438,17669
1400000US06037231710,"Census Tract 2317.10, Los Angeles County, California",15330,24500,14705
1400000US06037231720,"Census Tract 2317.20, Los Angeles County, California",16970,26875,14688
1400000US06037231800,"Census Tract 2318, Los Angeles County, California",17694,37865,14812
1400000US06037231900,"Census Tract 2319, Los Angeles County, California",19688,36813,16701
1400000US06037232110,"Census Tract 2321.10, Los Angeles County, California",22159,34688,20104
1400000US06037232120,"Census Tract 2321.20, Los Angeles County, California",19857,35156,14120
1400000US06037232200,"Census Tract 2322, Los Angeles County, California",25500,33750,16438
1400000US06037232300,"Census Tract 2323, Los Angeles County, California",26757,35694,19516
1400000US06037232400,"Census Tract 2324, Los Angeles County, California",25434,34028,18452
1400000US06037232500,"Census Tract 2325, Los Angeles County, California",25471,39750,17986
1400000US06037232600,"Census Tract 2326, Los Angeles County, California",26250,33305,17109
1400000US06037232700,"Census Tract 2327, Los Angeles County, California",18281,41131,12870
1400000US06037232800,"Census Tract 2328, Los Angeles County, California",22146,37232,18690
1400000US06037234000,"Census Tract 2340, Los Angeles County, California",38125,52500,21928
1400000US06037234200,"Census Tract 2342, Los Angeles County, California",39125,46477,30089
1400000US06037234300,"Census Tract 2343, Los Angeles County, California",30269,63438,26671
1400000US06037234500,"Census Tract 2345, Los Angeles County, California",29469,50382,17708
1400000US06037234600,"Census Tract 2346, Los Angeles County, California",31516,41948,20866
1400000US06037234700,"Census Tract 2347, Los Angeles County, California",28652,38258,19375
1400000US06037234800,"Census Tract 2348, Los Angeles County, California",33528,37756,24118
1400000US06037234900,"Census Tract 2349, Los Angeles County, California",17469,33750,15514
1400000US06037235100,"Census Tract 2351, Los Angeles County, California",50938,54231,27318
1400000US06037235201,"Census Tract 2352.01, Los Angeles County, California",31750,42684,14129
1400000US06037235202,"Census Tract 2352.02, Los Angeles County, California",26987,48788,19904
1400000US06037236000,"Census Tract 2360, Los Angeles County, California",47787,50792,37411
1400000US06037236100,"Census Tract 2361, Los Angeles County, California",19056,43088,16046
1400000US06037236201,"Census Tract 2362.01, Los Angeles County, California",20238,34773,20122
1400000US06037236202,"Census Tract 2362.02, Los Angeles County, California",19071,18750,19098
1400000US06037236400,"Census Tract 2364, Los Angeles County, California",52067,76717,30326
1400000US06037237100,"Census Tract 2371, Los Angeles County, California",22679,37188,16943
1400000US06037237200,"Census Tract 2372, Los Angeles County, California",25979,33606,19316
1400000US06037237300,"Census Tract 2373, Los Angeles County, California",29262,40230,20500
1400000US06037237400,"Census Tract 2374, Los Angeles County, California",29716,36466,17835
1400000US06037237500,"Census Tract 2375, Los Angeles County, California",20473,30855,17245
1400000US06037237600,"Census Tract 2376, Los Angeles County, California",20827,34167,18069
1400000US06037237710,"Census Tract 2377.10, Los Angeles County, California",21552,27625,18173
1400000US06037237720,"Census Tract 2377.20, Los Angeles County, California",16310,34531,12224
1400000US06037237800,"Census Tract 2378, Los Angeles County, California",31743,38237,24167
1400000US06037237900,"Census Tract 2379, Los Angeles County, California",34153,43750,18274
1400000US06037238000,"Census Tract 2380, Los Angeles County, California",42975,51325,28324
1400000US06037238100,"Census Tract 2381, Los Angeles County, California",37895,51910,19188
1400000US06037238200,"Census Tract 2382, Los Angeles County, California",25305,40294,16339
1400000US06037238310,"Census Tract 2383.10, Los Angeles County, California",15929,25833,15195
1400000US06037238320,"Census Tract 2383.20, Los Angeles County, California",16754,23021,15977
1400000US06037238400,"Census Tract 2384, Los Angeles County, California",41991,49182,24966
1400000US06037239200,"Census Tract 2392, Los Angeles County, California",24056,29450,20864
1400000US06037239310,"Census Tract 2393.10, Los Angeles County, California",19858,41833,16932
1400000US06037239320,"Census Tract 2393.20, Los Angeles County, California",24167,30769,12500
1400000US06037239330,"Census Tract 2393.30, Los Angeles County, California",27292,39688,19010
1400000US06037239500,"Census Tract 2395, Los Angeles County, California",20768,32321,15766
1400000US06037239600,"Census Tract 2396, Los Angeles County, California",20186,32130,15717
1400000US06037239700,"Census Tract 2397, Los Angeles County, California",22904,31094,18262
1400000US06037239800,"Census Tract 2398, Los Angeles County, California",20478,32443,16065
1400000US06037240010,"Census Tract 2400.10, Los Angeles County, California",16875,21528,15313
1400000US06037240020,"Census Tract 2400.20, Los Angeles County, California",21667,31923,14542
1400000US06037240200,"Census Tract 2402, Los Angeles County, California",24018,38203,17581
1400000US06037240300,"Census Tract 2403, Los Angeles County, California",18489,26908,16190
1400000US06037240400,"Census Tract 2404, Los Angeles County, California",24842,32955,21238
1400000US06037240500,"Census Tract 2405, Los Angeles County, California",21102,26815,16226
1400000US06037240600,"Census Tract 2406, Los Angeles County, California",21006,40292,14263
1400000US06037240700,"Census Tract 2407, Los Angeles County, California",24057,31813,18931
1400000US06037240800,"Census Tract 2408, Los Angeles County, California",22222,29028,16220
1400000US06037240900,"Census Tract 2409, Los Angeles County, California",24538,32434,18600
1400000US06037241000,"Census Tract 2410, Los Angeles County, California",23969,33347,17261
1400000US06037241110,"Census Tract 2411.10, Los Angeles County, California",18984,51319,15475
1400000US06037241120,"Census Tract 2411.20, Los Angeles County, California",21940,31600,19260
1400000US06037241200,"Census Tract 2412, Los Angeles County, California",25616,31493,17321
1400000US06037241300,"Census Tract 2413, Los Angeles County, California",25409,35156,16471
1400000US06037241400,"Census Tract 2414, Los Angeles County, California",23603,32188,18833
1400000US06037242000,"Census Tract 2420, Los Angeles County, California",19856,33750,12964
1400000US06037242100,"Census Tract 2421, Los Angeles County, California",12838,"2,500-",13074
1400000US06037242200,"Census Tract 2422, Los Angeles County, California",24688,34500,16324
1400000US06037242300,"Census Tract 2423, Los Angeles County, California",21354,41595,15114
1400000US06037242600,"Census Tract 2426, Los Angeles County, California",11750,31583,10957
1400000US06037242700,"Census Tract 2427, Los Angeles County, California",20119,32417,12614
1400000US06037243000,"Census Tract 2430, Los Angeles County, California",23872,33917,19868
1400000US06037243100,"Census Tract 2431, Los Angeles County, California",17866,33438,13942
1400000US06037261101,"Census Tract 2611.01, Los Angeles County, California",105927,120343,75229
1400000US06037261102,"Census Tract 2611.02, Los Angeles County, California",153791,159838,90644
1400000US06037261200,"Census Tract 2612, Los Angeles County, California",115156,120998,90275
1400000US06037262100,"Census Tract 2621, Los Angeles County, California",177780,189468,116549
1400000US06037262200,"Census Tract 2622, Los Angeles County, California",141348,161372,47188
1400000US06037262301,"Census Tract 2623.01, Los Angeles County, California",172586,174335,93360
1400000US06037262302,"Census Tract 2623.02, Los Angeles County, California",118381,153875,79277
1400000US06037262303,"Census Tract 2623.03, Los Angeles County, California",160100,169054,82387
1400000US06037262400,"Census Tract 2624, Los Angeles County, California",183725,188361,76874
1400000US06037262500,"Census Tract 2625, Los Angeles County, California",116048,123862,71250
1400000US06037262601,"Census Tract 2626.01, Los Angeles County, California",158433,161695,106391
1400000US06037262602,"Census Tract 2626.02, Los Angeles County, California",113156,120298,83957
1400000US06037262701,"Census Tract 2627.01, Los Angeles County, California",85946,106396,60811
1400000US06037262702,"Census Tract 2627.02, Los Angeles County, California",120406,146102,60938
1400000US06037262800,"Census Tract 2628, Los Angeles County, California",166196,200000,65833
1400000US06037264000,"Census Tract 2640, Los Angeles County, California",108853,122982,69107
1400000US06037264101,"Census Tract 2641.01, Los Angeles County, California",61811,82790,55727
1400000US06037264301,"Census Tract 2643.01, Los Angeles County, California",61113,103450,58187
1400000US06037264302,"Census Tract 2643.02, Los Angeles County, California",75000,100045,63381
1400000US06037265100,"Census Tract 2651, Los Angeles County, California",132901,"200,000+",46161
1400000US06037265200,"Census Tract 2652, Los Angeles County, California",61727,99215,37102
1400000US06037265301,"Census Tract 2653.01, Los Angeles County, California",19427,42159,17167
1400000US06037265303,"Census Tract 2653.03, Los Angeles County, California",13528,46250,12927
1400000US06037265304,"Census Tract 2653.04, Los Angeles County, California",11648,0,11648
1400000US06037265305,"Census Tract 2653.05, Los Angeles County, California",15250,134621,14343
1400000US06037265410,"Census Tract 2654.10, Los Angeles County, California",93140,100946,75124
1400000US06037265420,"Census Tract 2654.20, Los Angeles County, California",138882,180000,39904
1400000US06037265510,"Census Tract 2655.10, Los Angeles County, California",48750,66445,39972
1400000US06037265520,"Census Tract 2655.20, Los Angeles County, California",66829,83942,65354
1400000US06037265600,"Census Tract 2656, Los Angeles County, California",69700,76029,66280
1400000US06037265700,"Census Tract 2657, Los Angeles County, California",66047,103293,47574
1400000US06037267100,"Census Tract 2671, Los Angeles County, California",69276,96571,55089
1400000US06037267200,"Census Tract 2672, Los Angeles County, California",59256,81882,52578
1400000US06037267300,"Census Tract 2673, Los Angeles County, California",33851,67656,31812
1400000US06037267401,"Census Tract 2674.01, Los Angeles County, California",41865,75639,41229
1400000US06037267402,"Census Tract 2674.02, Los Angeles County, California",46723,66842,44781
1400000US06037267501,"Census Tract 2675.01, Los Angeles County, California",38432,60956,35412
1400000US06037267502,"Census Tract 2675.02, Los Angeles County, California",41941,55375,39551
1400000US06037267600,"Census Tract 2676, Los Angeles County, California",50179,63661,36827
1400000US06037267700,"Census Tract 2677, Los Angeles County, California",42885,46354,36696
1400000US06037267800,"Census Tract 2678, Los Angeles County, California",66953,72875,52917
1400000US06037267900,"Census Tract 2679, Los Angeles County, California",67750,92316,47391
1400000US06037269000,"Census Tract 2690, Los Angeles County, California",80957,108041,52332
1400000US06037269100,"Census Tract 2691, Los Angeles County, California",58689,85914,45707
1400000US06037269300,"Census Tract 2693, Los Angeles County, California",92642,120845,49464
1400000US06037269500,"Census Tract 2695, Los Angeles County, California",115198,119157,37115
1400000US06037269600,"Census Tract 2696, Los Angeles County, California",29576,68393,26402
1400000US06037269700,"Census Tract 2697, Los Angeles County, California",35440,51875,28782
1400000US06037269800,"Census Tract 2698, Los Angeles County, California",37041,67500,32824
1400000US06037269901,"Census Tract 2699.01, Los Angeles County, California",35325,55956,34643
1400000US06037269902,"Census Tract 2699.02, Los Angeles County, California",34640,55769,32822
1400000US06037270100,"Census Tract 2701, Los Angeles County, California",39213,60926,37207
1400000US06037270200,"Census Tract 2702, Los Angeles County, California",34231,58403,26277
1400000US06037270300,"Census Tract 2703, Los Angeles County, California",35586,46250,29725
1400000US06037271100,"Census Tract 2711, Los Angeles County, California",46934,67083,32833
1400000US06037271200,"Census Tract 2712, Los Angeles County, California",43727,58750,40636
1400000US06037271300,"Census Tract 2713, Los Angeles County, California",50100,66786,44048
1400000US06037271400,"Census Tract 2714, Los Angeles County, California",76057,77716,60547
1400000US06037271500,"Census Tract 2715, Los Angeles County, California",68438,90149,43162
1400000US06037271600,"Census Tract 2716, Los Angeles County, California",59397,91285,47216
1400000US06037271701,"Census Tract 2717.01, Los Angeles County, California",39782,86635,36086
1400000US06037271702,"Census Tract 2717.02, Los Angeles County, California",39416,65156,37131
1400000US06037271801,"Census Tract 2718.01, Los Angeles County, California",39578,68103,34884
1400000US06037271802,"Census Tract 2718.02, Los Angeles County, California",36669,62083,35398
1400000US06037271900,"Census Tract 2719, Los Angeles County, California",46773,80873,37170
1400000US06037272100,"Census Tract 2721, Los Angeles County, California",58333,73224,46292
1400000US06037272200,"Census Tract 2722, Los Angeles County, California",37533,66196,32943
1400000US06037272301,"Census Tract 2723.01, Los Angeles County, California",46420,82100,34888
1400000US06037272302,"Census Tract 2723.02, Los Angeles County, California",31600,41938,28228
1400000US06037273100,"Census Tract 2731, Los Angeles County, California",45761,71065,37315
1400000US06037273200,"Census Tract 2732, Los Angeles County, California",34038,46806,32131
1400000US06037273300,"Census Tract 2733, Los Angeles County, California",36862,53125,33897
1400000US06037273400,"Census Tract 2734, Los Angeles County, California",42405,98554,35453
1400000US06037273500,"Census Tract 2735, Los Angeles County, California",41273,51375,40591
1400000US06037273600,"Census Tract 2736, Los Angeles County, California",57050,76012,46048
1400000US06037273700,"Census Tract 2737, Los Angeles County, California",48250,62454,42061
1400000US06037273800,"Census Tract 2738, Los Angeles County, California",49335,67768,44457
1400000US06037273900,"Census Tract 2739, Los Angeles County, California",66885,95053,51673
1400000US06037274100,"Census Tract 2741, Los Angeles County, California",56696,70694,53796
1400000US06037274200,"Census Tract 2742, Los Angeles County, California",98486,159132,60000
1400000US06037275100,"Census Tract 2751, Los Angeles County, California",46313,65761,36736
1400000US06037275200,"Census Tract 2752, Los Angeles County, California",32523,47250,30542
1400000US06037275302,"Census Tract 2753.02, Los Angeles County, California",66481,74922,48571
1400000US06037275311,"Census Tract 2753.11, Los Angeles County, California",50934,67321,40712
1400000US06037275400,"Census Tract 2754, Los Angeles County, California",53833,66607,46652
1400000US06037275510,"Census Tract 2755.10, Los Angeles County, California",40638,43977,37371
1400000US06037275520,"Census Tract 2755.20, Los Angeles County, California",18293,53438,17716
1400000US06037275601,"Census Tract 2756.01, Los Angeles County, California",52004,68750,40150
1400000US06037276000,"Census Tract 2760, Los Angeles County, California",76485,80658,55179
1400000US06037276100,"Census Tract 2761, Los Angeles County, California",46518,49028,46148
1400000US06037276400,"Census Tract 2764, Los Angeles County, California",82674,86131,51964
1400000US06037276500,"Census Tract 2765, Los Angeles County, California",72039,87297,50577
1400000US06037276601,"Census Tract 2766.01, Los Angeles County, California",81096,111833,42969
1400000US06037276602,"Census Tract 2766.02, Los Angeles County, California",60683,68789,51462
1400000US06037277000,"Census Tract 2770, Los Angeles County, California",83443,89966,52135
1400000US06037277100,"Census Tract 2771, Los Angeles County, California",67016,68580,62321
1400000US06037277200,"Census Tract 2772, Los Angeles County, California",37097,51625,35242
1400000US06037277400,"Census Tract 2774, Los Angeles County, California",31227,62500,28723
1400000US06037278000,"Census Tract 2780, Los Angeles County, California",52125,66182,37583
1400000US06037278100,"Census Tract 2781, Los Angeles County, California",76078,104279,66344
1400000US06037291110,"Census Tract 2911.10, Los Angeles County, California",29661,60799,22431
1400000US06037291120,"Census Tract 2911.20, Los Angeles County, California",26957,37917,20451
1400000US06037291130,"Census Tract 2911.30, Los Angeles County, California",41204,45368,19107
1400000US06037291210,"Census Tract 2912.10, Los Angeles County, California",41439,56685,27218
1400000US06037291220,"Census Tract 2912.20, Los Angeles County, California",36719,50469,26964
1400000US06037291300,"Census Tract 2913, Los Angeles County, California",54375,59107,42266
1400000US06037292000,"Census Tract 2920, Los Angeles County, California",30954,60938,26341
1400000US06037293201,"Census Tract 2932.01, Los Angeles County, California",38513,61528,31431
1400000US06037293202,"Census Tract 2932.02, Los Angeles County, California",29019,48000,26901
1400000US06037293301,"Census Tract 2933.01, Los Angeles County, California",61194,69135,47361
1400000US06037293302,"Census Tract 2933.02, Los Angeles County, California",51144,66544,31852
1400000US06037293304,"Census Tract 2933.04, Los Angeles County, California",36162,63750,28220
1400000US06037293305,"Census Tract 2933.05, Los Angeles County, California",44100,71860,25495
1400000US06037294110,"Census Tract 2941.10, Los Angeles County, California",39211,48646,29853
1400000US06037294120,"Census Tract 2941.20, Los Angeles County, California",40865,44500,36250
1400000US06037294200,"Census Tract 2942, Los Angeles County, California",37438,49155,26528
1400000US06037294300,"Census Tract 2943, Los Angeles County, California",36250,51458,25714
1400000US06037294410,"Census Tract 2944.10, Los Angeles County, California",31583,54766,21065
1400000US06037294420,"Census Tract 2944.20, Los Angeles County, California",26904,43631,22875
1400000US06037294510,"Census Tract 2945.10, Los Angeles County, California",30988,58125,22721
1400000US06037294520,"Census Tract 2945.20, Los Angeles County, California",29306,54022,22092
1400000US06037294610,"Census Tract 2946.10, Los Angeles County, California",27577,44009,23450
1400000US06037294620,"Census Tract 2946.20, Los Angeles County, California",30991,32074,29397
1400000US06037294700,"Census Tract 2947, Los Angeles County, California",21202,27650,20616
1400000US06037294810,"Census Tract 2948.10, Los Angeles County, California",26298,52891,22727
1400000US06037294820,"Census Tract 2948.20, Los Angeles County, California",21279,47102,19886
1400000US06037294830,"Census Tract 2948.30, Los Angeles County, California",26094,33162,21310
1400000US06037294900,"Census Tract 2949, Los Angeles County, California",18384,29896,15981
1400000US06037295101,"Census Tract 2951.01, Los Angeles County, California",68912,72619,62750
1400000US06037296100,"Census Tract 2961, Los Angeles County, California",30875,30875,0
1400000US06037296210,"Census Tract 2962.10, Los Angeles County, California",24850,46563,21981
1400000US06037296220,"Census Tract 2962.20, Los Angeles County, California",14375,40893,13468
1400000US06037296300,"Census Tract 2963, Los Angeles County, California",56504,66912,44798
1400000US06037296400,"Census Tract 2964, Los Angeles County, California",59750,69336,37819
1400000US06037296500,"Census Tract 2965, Los Angeles County, California",33958,58906,28750
1400000US06037296600,"Census Tract 2966, Los Angeles County, California",25179,44259,21304
1400000US06037296900,"Census Tract 2969, Los Angeles County, California",31204,43611,28876
1400000US06037297000,"Census Tract 2970, Los Angeles County, California",47607,66776,32399
1400000US06037297110,"Census Tract 2971.10, Los Angeles County, California",20806,56250,19074
1400000US06037297120,"Census Tract 2971.20, Los Angeles County, California",28603,40721,25119
1400000US06037297200,"Census Tract 2972, Los Angeles County, California",39856,47404,38120
1400000US06037297300,"Census Tract 2973, Los Angeles County, California",63849,66286,60625
1400000US06037297400,"Census Tract 2974, Los Angeles County, California",77804,86436,41964
1400000US06037297500,"Census Tract 2975, Los Angeles County, California",66944,77374,45435
1400000US06037297600,"Census Tract 2976, Los Angeles County, California",48506,65870,41425
1400000US06037300100,"Census Tract 3001, Los Angeles County, California",83672,85717,69318
1400000US06037300200,"Census Tract 3002, Los Angeles County, California",56763,68828,34583
1400000US06037300300,"Census Tract 3003, Los Angeles County, California",71674,76610,51042
1400000US06037300400,"Census Tract 3004, Los Angeles County, California",59792,69479,43889
1400000US06037300501,"Census Tract 3005.01, Los Angeles County, California",51844,61289,42679
1400000US06037300502,"Census Tract 3005.02, Los Angeles County, California",44577,63966,41131
1400000US06037300600,"Census Tract 3006, Los Angeles County, California",51158,74523,27083
1400000US06037300701,"Census Tract 3007.01, Los Angeles County, California",90540,101181,47857
1400000US06037300702,"Census Tract 3007.02, Los Angeles County, California",90939,93132,54063
1400000US06037300800,"Census Tract 3008, Los Angeles County, California",55877,78478,46771
1400000US06037300901,"Census Tract 3009.01, Los Angeles County, California",106053,110052,47250
1400000US06037300902,"Census Tract 3009.02, Los Angeles County, California",67396,71429,42708
1400000US06037301000,"Census Tract 3010, Los Angeles County, California",50100,71354,41622
1400000US06037301100,"Census Tract 3011, Los Angeles County, California",52763,82128,40369
1400000US06037301202,"Census Tract 3012.02, Los Angeles County, California",40791,60933,30971
1400000US06037301203,"Census Tract 3012.03, Los Angeles County, California",52083,62298,45372
1400000US06037301204,"Census Tract 3012.04, Los Angeles County, California",42467,49609,41158
1400000US06037301300,"Census Tract 3013, Los Angeles County, California",88426,88339,150238
1400000US06037301400,"Census Tract 3014, Los Angeles County, California",76668,79064,44167
1400000US06037301501,"Census Tract 3015.01, Los Angeles County, California",74875,80951,55667
1400000US06037301502,"Census Tract 3015.02, Los Angeles County, California",30074,45750,26870
1400000US06037301601,"Census Tract 3016.01, Los Angeles County, California",31141,53235,27184
1400000US06037301602,"Census Tract 3016.02, Los Angeles County, California",35531,54471,30363
1400000US06037301701,"Census Tract 3017.01, Los Angeles County, California",39643,50114,27917
1400000US06037301702,"Census Tract 3017.02, Los Angeles County, California",32434,59938,27341
1400000US06037301800,"Census Tract 3018, Los Angeles County, California",32610,50703,30490
1400000US06037301900,"Census Tract 3019, Los Angeles County, California",37921,49491,33033
1400000US06037302001,"Census Tract 3020.01, Los Angeles County, California",29426,58971,25345
1400000US06037302002,"Census Tract 3020.02, Los Angeles County, California",32348,41723,28537
1400000US06037302102,"Census Tract 3021.02, Los Angeles County, California",40060,62986,29430
1400000US06037302103,"Census Tract 3021.03, Los Angeles County, California",26742,51538,25064
1400000US06037302104,"Census Tract 3021.04, Los Angeles County, California",34894,52875,30799
1400000US06037302201,"Census Tract 3022.01, Los Angeles County, California",17128,42083,15997
1400000US06037302202,"Census Tract 3022.02, Los Angeles County, California",25692,67875,23862
1400000US06037302301,"Census Tract 3023.01, Los Angeles County, California",45161,55000,38966
1400000US06037302302,"Census Tract 3023.02, Los Angeles County, California",30009,47083,28811
1400000US06037302400,"Census Tract 3024, Los Angeles County, California",25997,57742,23563
1400000US06037302501,"Census Tract 3025.01, Los Angeles County, California",25036,41111,23567
1400000US06037302502,"Census Tract 3025.02, Los Angeles County, California",30800,60000,26155
1400000US06037310100,"Census Tract 3101, Los Angeles County, California",84439,88647,57321
1400000US06037310200,"Census Tract 3102, Los Angeles County, California",50457,69833,37941
1400000US06037310300,"Census Tract 3103, Los Angeles County, California",78780,75422,110999
1400000US06037310400,"Census Tract 3104, Los Angeles County, California",55341,65455,36125
1400000US06037310500,"Census Tract 3105, Los Angeles County, California",36535,54028,33828
1400000US06037310600,"Census Tract 3106, Los Angeles County, California",41230,61125,35439
1400000US06037310701,"Census Tract 3107.01, Los Angeles County, California",26761,46406,22569
1400000US06037310702,"Census Tract 3107.02, Los Angeles County, California",28642,33500,28463
